sentence,intents
verify my reservation for smith and wollensky at 645,confirm_reservation
please confirm my reservation for bar le freres at 7,confirm_reservation
tell me whether or not i have a reservation at gramercy tavern for tad,confirm_reservation
can you confirm that i have a reservation for 220 at 600 pm,confirm_reservation
please tell me if i still have a reservation at acero for susie,confirm_reservation
please confirm my reservation at brio for theodore,confirm_reservation
confirm my reservation for acero at 7,confirm_reservation
please confirm that i have a reservation for 220 at 600 pm,confirm_reservation
confirm that there is a reservation at bellagio for thomas,confirm_reservation
can you confirm the reservation at fleming for jane,confirm_reservation
are there reservation for joe and will,confirm_reservation
please verify my reservation for john at bardenay,confirm_reservation
will you call and check on my reservation for john at bardenay,confirm_reservation
is my reservation set for john at bardenay,confirm_reservation
do we know if my reservation for john at bardenay wa accepted,confirm_reservation
ha my reservation for john at bardenay been confirmed,confirm_reservation
let try and confirm my reservation for bubble bar under franklin,confirm_reservation
i need to confirm my reservation for red lobster for frank,confirm_reservation
find my reservation for steve at cruceres and confirm it please,confirm_reservation
confirm the john reservation at applebees,confirm_reservation
id like to confirm the josh reservation at moes,confirm_reservation
i have a reservation for strip house for jennifer that id like to confirm,confirm_reservation
please try to confirm my reservation for jim at barneys,confirm_reservation
confirm my reservation for joe at ho,confirm_reservation
i need to confirm the reservation for frank at chili,confirm_reservation
ill be confirming my reservation for joseph at red lobster,confirm_reservation
is there a reservation for mark at mimis,confirm_reservation
can you freeze my bank account,freeze_account
i want to freeze my bank account,freeze_account
i want my account locked out,freeze_account
stop all access to my account,freeze_account
i need to lock my account right now,freeze_account
please force my account to freeze,freeze_account
please stop my account,freeze_account
